nombre_entidad,nit_entidad,sector
MINISTERIO DEL TRABAJO  DIRECCION TERRITORIAL DE CUNDINAMARCA,901074333,Trabajo
MINISTERIO DEL TRABAJO  DIRECCION TERRITORIAL QUINDIO,801003571,Trabajo
MINISTERIO DEL TRABAJO  DIRECCIÓN TERRITORIAL ATLÁNTICO,802000713,Trabajo
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL BOGOTA,830115226,Trabajo
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL BOLIVAR,806011177,Trabajo
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DE RISARALDA,816007249,Trabajo
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DE URABA,811043428,Trabajo
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DEL PUTUMAYO,846003227,Trabajo
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DEL TOLIMA,809010738,Servicio Público
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL GUAJIRA,800218970,Trabajo
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL NORTE DE SANTANDER,807006594,Trabajo
MINISTERIO DEL TRABAJO DIRECCIÓN BOYACA,830115226,Trabajo
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL DE ANTIOQUIA,811038085,Trabajo
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL DEL CAUCA,817002458,Trabajo
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL META,800216935,Trabajo
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL SANTANDER,830115226,Trabajo
MINISTERIO DEL TRABAJO MINTRABAJO DIRECCIONAL TERRITORIAL GUAVIARE,830115226,Trabajo
MINISTERIO DEL TRABAJO SAN ANDRES,830115226,Salud y Protección Social
MINISTERIO DEL TRABAJODIRECCION TERRITORIAL HUILA,800216593,Trabajo
MINJUSTICIA,900457461,Ley de Justicia
MINSALUD,900474727,Salud y Protección Social
MINTRABAJO NIVEL CENTRAL,830115226,Trabajo
MINTRABAJOOFICINA ESPECIAL BARRANCABERMEJA,829003831,Trabajo
MUNICIPIO DE BELÉN,800035482,No aplica/No pertenece
MUNICIPIO DE ENVIGADO,890907106,Cultura
MUNICIPIO DE MARINILLA,890983716,Servicio Público
MUNICIPIO DE MUZO,800077808,No aplica/No pertenece
MUNICIPIO DE PAJARITO,800065593,No aplica/No pertenece
MUNICIPIO DE PAMPLONA,800007652,Servicio Público
MUNICIPIO DE SAN RAFAEL,890982123,Presidencia de la República
MUNICIPIO DE SOCOTA,800026911,Servicio Público
MUNICIPIO DE SORA,800019277,No aplica/No pertenece
PARQUES NACIONALES NATURALES DE COLOMBIA  DIRECCION TERRITORIAL ANDES OCCIDENTALES,811004962,Ambiente y Desarrollo Sostenible
PARQUES NACIONALES NATURALES DE COLOMBIA  DIRECCION TERRITORIAL ORINOQUIA,900382496,Ambiente y Desarrollo Sostenible
PARQUES NACIONALES NATURALES DIRECCION TERRITORIAL PACIFICO,805003737,Ambiente y Desarrollo Sostenible
PATRIMONIO AUTÓNOMO FONDO NACIONAL DEL TURISMO FONTUR,900649119,Industria
PERSONERIA MUNICIPAL DE FUNZA,832000814,Ley de Justicia
PERSONERIA MUNICIPAL DE LA LLANADA,814006963,No aplica/No pertenece
PERSONERIA MUNICIPAL DE NEIVA,8002512646,No aplica/No pertenece
PERSONERIA MUNICIPAL DE TAMALAMEQUE,824000436,Inclusión Social y Reconciliación
PISCICOLA SAN SILVESTRE SA,829000291,agricultura
PNNCNC,830016624,Ambiente y Desarrollo Sostenible
PNNCSUBCUENTA FONAM,901037393,Ambiente y Desarrollo Sostenible
POLICIA METROPOLITANA DE BOGOTA,800140603,defensa
POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,900149064,defensa
POLICIA METROPOLITANA DE CUCUTA,900259415,defensa
POLICIA METROPOLITANA DE IBAGUE,900486439,defensa
POLICIA METROPOLITANA DE IBAGUE  UPRES TOLIMA,900486439,defensa
POLICIA METROPOLITANA DE MANIZALESUPRES CALDAS,900805219,defensa
POLICIA METROPOLITANA DE MONTERIA,900800975,defensa
POLICIA METROPOLITANA DE NEIVA,900634185,defensa
POLICIA METROPOLITANA DE PEREIRA,900360623,defensa
POLICIA METROPOLITANA DE SANTA MARTA,900552743,defensa
POLICIA METROPOLITANA DE VILLAVICENCIO,900486513,defensa
POLICIA METROPOLITANA DEL VALLE DE ABURRA,800140985,defensa
POLICIA METROPOLITANA SANTIAGO DE CALI,800140625,defensa
POLICÍA METROPOLITANA DE MANIZALES,900805219,defensa
PROCURADURIA GENERAL DE LA NACION,899999119,No aplica/No pertenece
PROSPERIDAD SOCIAL,900039533,Inclusión Social y Reconciliación
Patrimonio AutónomoFondo De Seguridad Vial,830053630,Hacienda y Crédito Público
RADIO TELEVISION NACIONAL DE COLOMBIA,900002583,Tecnologías de la Información y las Comunicaciones
RAMA JUDICIAL  DIRECCIÓN SECCIONAL DE ADMINISTRACIÓN JUDICIAL DE VILLAVICENCIO,8220012289,Ley de Justicia
RASES N6,811032059,Salud y Protección Social
RECLUSION DE MUJERES DE ARMENIA,801000767,Ley de Justicia
RECLUSION DE MUJERES DE POPAYAN  INPEC,817001267,Ley de Justicia
RECLUSION MUJERES MANIZALES,810001114,Ley de Justicia
RECLUSIÓN DE MUJERES DE BOGOTA,830032895,Ley de Justicia
REFORESTADORA INTEGRAL DE ANTIOQUIA RIA SA,811038424,Ambiente y Desarrollo Sostenible
REGIONAL DE ASEGURAMIENTO EN SALUD N 8,802016407,Servicio Público
REGIONAL DE ASEGURAMIENTO EN SALUD NO 2,900419719,defensa
REGIONAL DE ASEGURAMIENTO EN SALUD No 4,805022186,defensa
REGIONAL DE ASEGURAMIENTO EN SALUD No 5,804012688,defensa
REGIONAL DE ASEGURAMIENTO EN SALUD No7,900407224,defensa
RNEC,899999040,No aplica/No pertenece
Rama Judicial  Dirección Ejecutiva de Administración Judicial,800093816,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Armenia,800165939,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Barranquilla,800165799,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Bucaramanga,800165941,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Cali,805003838,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Cartagena,800165831,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Cúcuta,800165874,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Ibagué,8001659455,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Manizales,800165850,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Medellín,800165798,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Montería,800165860,Servicio Público
Rama Judicial  Dirección Seccional de Administración Judicial de Neiva,800165866,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Pereira,800165940,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Popayán,800165853,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Santa Marta,800165868,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Sincelejo,800165944,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Tunja,800165804,Ley de Justicia
Rama Judicial  Dirección Seccional de Administración Judicial de Valledupar,800165854,Ley de Justicia
Rama Judicial Dirección Seccional de Administración Judicial de Bogotá,800165862,Ley de Justicia
Rama Judicial Dirección Seccional de Administración Judicial de Pasto,800165872,Ley de Justicia
SANATORIO DE CONTRATACION EMPRESA SOCIAL DEL ESTADO,890205335,Salud y Protección Social
SECRETARIA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA,899999061,No aplica/No pertenece
SENA  CENTRO LATINOAMERICANO DE ESPECIES MENORES TULUA,899999034,Trabajo
SENA DIRECCIÓN GENERAL Dirección Jurídica,899999034,Trabajo
SENA DIRECCIÓN GENERAL Dirección de Promoción y Relaciones Corporativas,899999034,Trabajo
SENA DISTRITO CAPITAL GRUPO DE APOYO ADMINISTRATIVO  CGI,899999034,Trabajo
SENA HOTELERIA TURISMO Y ALIMENTOS,8999990341,Trabajo
SENA REGIONAL AMAZONAS,8999990341,Trabajo
SENA REGIONAL ANTIOQUIA CENTRO DE LOS RECURSOS NATURALES RENOVABLES LA SALADA,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo Administrativo CFMA,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo Administrativo CIAA,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo Administrativo CTAPT,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo Administrativo CTMAE,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo Administrativo CTPGA,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo Administrativo CTTAOA,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo Administrativo Complejo Itagüí,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo Administrativo Intercentros Medellin,899999034,Trabajo
SENA REGIONAL ANTIOQUIA Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL ARAUCA Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL ATLANTICO,899999034,Educación Nacional
SENA REGIONAL ATLANTICO Intercentros,899999034,Transporte
SENA REGIONAL BOLIVAR Centro para la Industria Petroquímica,899999034,Trabajo
SENA REGIONAL BOLIVAR Grupo Administrativo CINFP,899999034,Trabajo
SENA REGIONAL BOLIVAR Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL BOYACA Grupo Administrativo CDAA,899999034,Trabajo
SENA REGIONAL BOYACA Grupo Administrativo CGAFE,899999034,Trabajo
SENA REGIONAL CALDAS  CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCIÓN OFICIAL,899999034,Trabajo
SENA REGIONAL CALDAS CENTRO DE AUTOMATIZACION INDUSTRIAL,899999034,Salud y Protección Social
SENA REGIONAL CALDAS CENTRO DE COMERCIO Y SERVICIOS,899999034,Trabajo
SENA REGIONAL CALDAS CENTRO PARA LA FORMACION CAFETERA,899999034,Trabajo
SENA REGIONAL CALDAS GRUPO ADMINISTRATIVO CPA,899999034,Trabajo
SENA REGIONAL CALDAS Grupo de Apoyo Administrativo Mixto,8999990341,Trabajo
SENA REGIONAL CAQUETA,899999034,Trabajo
SENA REGIONAL CASANARE Grupo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL CAUCA,899999034,Trabajo
SENA REGIONAL CAUCA Centro agropecuario,899999034,Trabajo
SENA REGIONAL CAUCA Grupo Administrativo Intercentros CTPI,899999034,Trabajo
SENA REGIONAL CESAR Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL CHOCO Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CAE,8999990341,Trabajo
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CBA,899999034,Trabajo
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CDA,899999034,Trabajo
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CDAE,899999034,Trabajo
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CTDPE,899999034,Trabajo
SENA REGIONAL CUNDINAMARCA Grupo de Apoyo Administrativo Mixto,899999034,Educación Nacional
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CEET,899999034,Trabajo
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CGMLTI,899999034,Trabajo
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CTCM,899999034,Trabajo
SENA REGIONAL DISTRITO CAPITAL Grupo de Apoyo Administrativo Mixto CSF,899999034,Trabajo
SENA REGIONAL GUAINÍA Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL GUAJIRA Grupo Mixto de Apoyo Administrativo,899999034,Trabajo
SENA REGIONAL GUAVIARE,899999034,Educación Nacional
SENA REGIONAL HUILA GRUPO ADMINISTRATIVO CDATH,899999034,Trabajo
SENA REGIONAL HUILA Grupo Administrativo CADP,899999034,Trabajo
SENA REGIONAL HUILA Grupo Administrativo CEFA,899999034,Trabajo
SENA REGIONAL HUILA Grupo Administrativo CGDSS,899999034,Trabajo
SENA REGIONAL META Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL NARIÑO CENTRO SUR COLOMBIANO DE LOGISTICA INTERNACIONAL,899999034,Trabajo
SENA REGIONAL NARIÑO Grupo Administrativo CAPCP,899999034,Trabajo
SENA REGIONAL NARIÑO Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto,899999034,Educación Nacional
SENA REGIONAL PUTUMAYO Grupo de Apoyo Administrativo,899999034,Trabajo
SENA REGIONAL QUINDIO Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto,899999034,Educación Nacional
SENA REGIONAL SANTANDER Grupo Administrativo CA,899999034,Trabajo
SENA REGIONAL SANTANDER Grupo Administrativo CATA,899999034,Trabajo
SENA REGIONAL SANTANDER Grupo Administrativo CGAO,899999034,Trabajo
SENA REGIONAL SANTANDER Grupo Administrativo CIDT,899999034,Trabajo
SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA REGIONAL SUCRE,899999034,Servicio Público
SENA REGIONAL TOLIMA 1,899999034,Trabajo
SENA REGIONAL VALLE Grupo Administrativo CBI,899999034,Trabajo
SENA REGIONAL VALLE Grupo Administrativo CNPB,899999034,Educación Nacional
SENA REGIONAL VALLE Grupo Administrativo CTA,899999034,Trabajo
SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,899999034,Educación Nacional
SENA REGIONAL VICHADA,899999034,Trabajo
SENA Regional Huila Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
SENA SECRETARIA GENERAL,899999034,Trabajo
SENADO DE LA REPÚBLICA,899999103,No aplica/No pertenece
SENAREGIONAL ATLANTICO CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,899999034,Trabajo
SERVICIO GEOLOGICO COLOMBIANO,899999294,Minas y Energía
SERVICIO NACIONAL DE APRENDIZAJE  SENA MAGDALENA,8999990341,Trabajo
SERVICIO NACIONAL DE APRENDIZAJE SENA  REGIONAL VAUPES,899999034,Trabajo
SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL CORDOBA,899999034,Trabajo
SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL SAN ANDRES,899999034,Educación Nacional
SIC SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,800176089,Industria
SOCIEDAD DE ACTIVOS ESPECIALES SAS,900265408,Hacienda y Crédito Público
SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL FONAM DTAM AMAZONAS,901037393,Ambiente y Desarrollo Sostenible
SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL FONAM DTCA,901037393,Ambiente y Desarrollo Sostenible
SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL FONAM DTPA,901037393,Ambiente y Desarrollo Sostenible
SUPERINTENDENCIA DE LA ECONOMIA SOLIDARIA,830053043,Hacienda y Crédito Público
SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,899999007,Ley de Justicia
SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,800250984,Planeación
SUPERINTENDENCIA DE SOCIEDADES,899999086,Industria
SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA  MD,800217123,defensa
SUPERINTENDENCIA DEL SUBSIDIO FAMILIAR,860503600,Trabajo
SUPERINTENDENCIA FINANCIERA DE COLOMBIA,890999057,Hacienda y Crédito Público
SUPERINTENDENCIA NACIONAL DE SALUD,860062187,Salud y Protección Social
Sena  Centro Agropecuario de Buga,899999034,Educación Nacional
Sena Regional Boyaca Grupo de Apoyo Administrativo Mixto,899999034,Trabajo
Superintendencia de Transporte,800170433,Transporte
TELEVISION REGIONAL DEL ORIENTE LIMITADA CANAL TRO,807000294,Tecnologías de la Información y las Comunicaciones
TOLIMA  INSTITUCION EDUCATIVA PATIO BONITO,809001400,Educación Nacional
UAE FONDO NACIONAL DE ESTUPEFACIENTES,899999327,Salud y Protección Social
UARIVUNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,900490473,Inclusión Social y Reconciliación
UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS RENTAS Y CONTRIBUCIONES PARAFISCALESITRC,900528648,Hacienda y Crédito Público
UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACION ESCOLARALIMENTOS PARA APRENDER,901377527,Educación Nacional
UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,900498879,Inclusión Social y Reconciliación
UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,900384997,defensa
UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,899999050,Trabajo
UNIDAD ADMINISTRATIVA ESPECIAL DIRECCION NACIONAL DE BOMBEROS,900639630,Servicio Público
UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL DE CONTADORES,900180739,Industria
UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA,900477235,Relaciones Exteriores
UNIDAD ADMINISTRATIVA ESPECIAL UNIDAD DE PROYECCION NORMATIVA Y ESTUDIOS DE REGULACION FINANCIERA,900657800,Hacienda y Crédito Público
UNIDAD AESPE,900678508,Trabajo
UNIDAD DE BUSQUEDA DE PERSONAS DADAS POR DESAPARECIDAS EN EL CONTEXTO Y EN RAZÓN DEL CONFLICTO ARMADO,901158482,Ley de Justicia
UNIDAD DE GESTION PENSIONAL Y PARAFISCALES  UGPP,900373913,No aplica/No pertenece
UNIDAD DE INFORMACION Y ANALISIS FINANCIERO,830068074,Hacienda y Crédito Público
UNIDAD DE PLANEACION MINERO ENERGETICO,830000282,Minas y Energía
UNIDAD DE PLANEACIÓN DE INFRAESTRUCTURA DE TRANSPORTE,901525615,Transporte
UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS  USPEC,900523392,Ley de Justicia
UNIDAD NACIONAL DE PROTECCIÓN,900475780,defensa
UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,900478966,Presidencia de la República
UNIDAD PARA LAS VÍCTIMAS  FONDO PARA LA REPARACIÓN DE LAS VÍCTIMAS,900490473,Inclusión Social y Reconciliación
UNIDAD PRESTADORA DE SALUD ANTIOQUIA,901363087,Salud y Protección Social
UNIDAD PRESTADORA DE SALUD ARAUCA,9008012094,defensa
UNIDAD PRESTADORA DE SALUD BOGOTÁ,901361596,defensa
UNIDAD PRESTADORA DE SALUD CHOCO,800140951,defensa
UNIDAD PRESTADORA DE SALUD CÓRDOBA,900800975,defensa
UNIDAD PRESTADORA DE SALUD HUILA,901362454,Salud y Protección Social
UNIDAD PRESTADORA DE SALUD META POLICÍA NACIONAL,901361398,Salud y Protección Social
UNIDAD PRESTADORA DE SALUD NARIÑO,900807338,defensa
UNIDAD PRESTADORA DE SALUD RISARALDA,901362725,defensa
UNIDAD PRESTADORA DE SALUD SANTANDER,901361090,Salud y Protección Social
UNIVERSIDAD DE MANIZALES,8908060017,Educación Nacional
UNIVERSIDAD DEL PACIFICO,835000300,Educación Nacional
UNIVERSIDAD PEDAGÓGICA NACIONAL,899999124,Educación Nacional
UNIVERSIDAD TECNOLÓGICA DE BOLÍVAR,8904019620,Educación Nacional
UPRA,900479658,agricultura
UPRES DENOR  POLICÍA METROPOLITANA DE CUCUTA,900259415,defensa
UPRES VALLE,901361882,defensa
Universidad Eafit,890901389,Educación Nacional
Universidad Pontificia Bolivariana,8909029226,Educación Nacional
Universidad de La Sabana,8600755581,Ciencia Tecnología
empresa de servicios públicos Aguas la Cristalina,9003242027,No aplica/No pertenece
